"tweet_id","text","label"
"1233991123296833536","@USER @USER @USER @USER Warren voted for the sanctions that are currently partly responsible for COVID-19 ravaging the Iranian people. Get bent with that shameless lying.","0"
"1233963606233903104","@USER Hi night, about the comunion of Blood and body of Christ, what is the consideration of your bishop or your diocese? since arriving coronavirus. In my country the communion is only extenden in the hands now, the virus is now in Mexico.","1"
"1233960108402651136","You can’t pay me to believe the government isn’t purposely distributing the corona virus much like the Tuskegee experiment. Population control by causing mass hysteria, xenophobia, and lack of enforcing quarantine.","0"
"1233959839438704640","@USER America, is exposed to a major threat with the #Coronavirus, ""as a result of the authorities' deliberate disregard for the seriousness of this virus"", which would put the lives of citizens at risk of the spread of this virus in an epidemic manner that cannot be controlled.","0"
"1233975650836504576","Roman Catholic authorities in #Jerusalem have instructed their priests to give communion by hand only, rather than placing the wafers on worshippers’ tongues, as precautions against the spread of the #coronavirus.

#COVID_19","0"
"1233940657066172416","CORONAVIRUS VACCINE: LUCK OR ANSWERED PRAYER?
HTTPURL HTTPURL","0"
"1233972910978748416","How Prepared Is the U.S. for a Coronavirus Outbreak? HTTPURL","0"
"1233927035791269888","Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland  (via @USER HTTPURL","0"
"1233913373659713536","Coronavirus may have been in Italy for weeks before it was detected HTTPURL","0"
"1233971019565740032","Second case of unexplained coronavirus appears in California, raising fears of community infection HTTPURL via @USER","0"
"1233990302215626752","So far, the World Health Organization has stopped short of calling the coronavirus outbreak a ""pandemic"" — though it said it has the potential to become one. HTTPURL","0"
"1233930224967901184","@USER Missed it. I spent the time getting reliable information on the status of COVID-19 from reputable sources instead of watching your uninformed, self-serving, incoherent diatribe.","0"
"1233972304209731584","Coronavirus will vanish if China accepts Jesus, says mad pastor - HTTPURL via @USER","0"
"1233924710897004544","@USER @USER COVID-19 has a good running start on her suggestion.","0"
"1233947440237039616","@USER I think WHO should change its criteria of a pandemic case. If a virus or disease reaches all continents, it must be considered a pandemic, having reached a certain number of infections. What's more, this is a novel coronavirus. They should think of its risk to people's health.","0"
"1233919722296692736","🕊”Salvation is in🩸#JESUS alone.”
(John 14:6) ⚓️

🎁 For by GRACE you have been SAVED through faith; and that not of yourselves, it is the gift of #God; 🙌

not as a result of works, so that
so that no man may boast.  

📖 Ephesians 2:8-9 💚

🙏#LeapYear #Taliban #Corona #Israel HTTPURL","0"
"1233926456088154112","@USER @USER @USER This is war.
Our survival depends on the win. Sr. Fauci agrees with  blocking all flights  from Iran while allowibg flights from Italy, Japan &amp; S. Korea. 

What is stopping asymptonatic  carriers from moving from one part to another of a Covid-19 infected country &amp; flying to USA?","0"
"1233932360984322048","What if this COVID-19 is being used as a diversion to cover up for this monster in our system spreading radiation. For all we know everyone getting sick could be due to radiation poisoning, along with the virus.  Chemtrailing had been crazy as of late HTTPURL","0"
"1233935992417083392","Coronavirus Spreads to Europe and Middle East. What That Means for This Global Health Crisis.  - by James Jay Carafano, (@USER  HTTPURL HTTPURL","0"
"1233970149746565120","Scottish surveillance testing system for Covid-19 begins HTTPURL HTTPURL","0"
"1233995285036072960","How will God stop the spread of Coronavirus when he was the one who made it to punish heathens? Does God command natural selection and deselection?","0"
"1233926530423775232","The blood of Jesus is against coronavirus in Jesus name.","0"
"1233922350309158912","@USER Where is YOUR plan? What have you done? You do know throwing money at a virus created and weaponized by a foreign country will not stop it or cure it. When does YOUR flight leave for China? This is what YOU need to do to obtain the information needed to combat this virus.","1"
"1233989610314715136","Corona virus is a family of viruses that infect the lungs. Covid19 is a new strain... HTTPURL","0"
"1233922747572449280","In Washington state the U.S. Centers for Disease Control and Prevention said it's responding to ""the first possible outbreak"" of #coronavirus at a long-term care facility. HTTPURL via @USER @USER @USER","0"
"1233970638282481664","@USER Earth belong more to humbles and people under suffer, innocent in heart and people who Regret in time.
Greed and selfishness leaders that's what you teach your people 
Coronavirus is the first pest sending from God
Karma law","0"
"1233990995798261760","Dear fellow Catholics in America:

1. It is an act of charity to take precautions to avoid spreading serious illnesses, including the ordinary flu and the novel coronavirus. It is not silly, stupid, a waste of time, or a denial of your rights at Mass.","0"
"1233961554065940480","@USER How the Covid-19 virus spread. Is this a terrorist act ?","0"
"1233937681106767872","COVID-19 is the diversion tactic being employed for covertly bringing the mullet back ironically.","0"
"1233921440476303360","Least anyone have any doubts because of the lack of accurate info and the politicization of the Crisis by the UNFIT Donald Trump.

1.) The #Coronavirus will be instrumental in the destruction of Civilization as an act of God.
2.) It is HIGHLY contagious and potentially deadly HTTPURL","0"
"1233969474669305856","Study finds that Coronavirus could survive up to NINE DAYS outside the body | Daily Mail Online HTTPURL via @USER #COVID2019","0"
"1233919037605679104","Australian health services are prepared for the coronavirus.  business, on the other hand, is not.

This virus is the result of inaction from two men; Xi Jinping and Tedros Adhanom Ghebreyesus.

MORE: HTTPURL","0"
"1233942160010928128","Coronavirus is not dangerous for healthy people. Death rate is around 2% and the younger you're, the less fatality you get. There are many cases of the recovery.
#Coronavid19
#COVID2019 
#coronavirus","0"
"1233982238435442688","How is Coronavirus different than the flu? It is:

 - about 20 times deadlier.
 - about twice as contagious.
 - without a vaccine. HTTPURL","0"
"1233992579575840768","Some Southern California Catholic churches alter communion services amid coronavirus concerns HTTPURL","0"
"1233912334940344320","""So the danger of COVID-19 is quite real. This isn’t just media hype"" writes @USER ""But we also need to not panic. We are not helpless and we are not going to just let this happen. We are bringing immense resources to bear. You are not helpless""
HTTPURL","0"
"1233975420581597184","Now that I think of it, churches are the perfect place to spread diseases. Dense crowd, communion, handshakes, etc. Not to mention the vulnerable group likes children and old people.
I think we need some sort of regulation about this to prevent corona outbreak","1"
"1233921830265573376","Coronavirus can live on common surfaces for nine days HTTPURL","1"
"1233968549560868864","Scientist who simulated the global impact of a coronavirus outbreak says ‘the cat’s already out of the bag’ and calls China’s efforts to contain the disease ‘unlikely to be effective’

HTTPURL","0"
"1233907998667558912","@USER @USER There’s a vaccine for flu.  In the USA you have to pay for it, most advanced countries don’t.  There’s no vaccine for coronavirus which means this virus spreads quicker and has a higher fatality rate. Plus the US have not had sufficient testing kits; it could be a time bomb.","0"
"1233927097598410752","@USER @USER @USER @USER Please inform Trump and his Administration to start telling the truth. He called the COVID-19 virus a hoax. There are 64 Americans that have the virus, 42 repatriated from Wuhan &amp; the cruise ship, 22 contracted here. Trump should be transparent and not just say 22 have the virus.","0"
"1233935092138967040","The CDC's COVID-19 test reminds me of the F-35. Why are they conflating test development to detect similar SARS-like viruses, when there's one specific variant on its path to becoming a pandemic? Unlike these test kits, at least the F-35 won't be late for anything.","0"
"1233905851951460352","Coronavirus has gone airborne HTTPURL","0"
"1233982608985354240","I’ve been thinking and let’s say the Coronavirus hits a GOP state, there are several possibilities: 1) mortality rate will steadily rise due to use of essential oils, 2) the infection rate will go up even higher due to large gatherings at religious institutions or 3) anarchy.","1"
"1233970065806155776","Just so you will know ! And be careful but most of the COVID-19 is scare tactics for now ! Not that in the future it couldn't get worse but with current preventive measures @USER has put in place the risk should stay minor HTTPURL","0"
"1233975880222826496","@USER @USER It's known to be transmitted thru respiratory droplets (IOW, from sneezes &amp; coughs.) Researchers still have yet to determine whether COVID19 can survive on hard surfaces &amp; if so, how long - other, apparently similar coronavirus can survive up to 9 days

HTTPURL HTTPURL","0"
"1233922367258271744","WHO increases COVID-19 threat assessment to highest level HTTPURL via @USER","0"
"1233986613493075968","Coronavirus... in 60 countries?? 😨😨 #SNL","0"
"1233920791089156096","I really hope that I am wrong, but I can't help believing that the coronavirus is really a bio-weapon to be used against the United States by China.","0"
"1233968256672817152","Lloyd Trapezoid Facebook Twitter RussiaChina covertly Deploying biological Weapons EMF powered microchips. They can mimic flu symptoms. Coronavirus probably Fake.","0"
"1233942018264633344","Everything you said is true plus 1 more thing. Coronavirus is not even as deadly as the flu, but the transmission is unique and could be a generally non-lethal experiment in preparation for future germ warfare. I don't trust the Chinese, the communists or the globalists at all. HTTPURL","0"
"1233949587834101760","""Looking at the data alone, we could observe this complex pattern and not know whether a deadly epidemic was being reinforced by a virus, or by a social phenomenon, or some combination.""
HTTPURL","0"
"1233991702958018560","Trump thinks the Coronavirus is a hoax. 
We are all fucked.","0"
"1233908953106538496","Bill Gates warns: Coronavirus could be a 'once-in-a-century pathogen'
HTTPURL Check out HTTPURL","0"
"1233949048052146176","Coronavirus can be easily killed by negative interest rates, apparently.
 HTTPURL","0"
"1233905544642977792","Coronavirus is probably in Ghana and someone is treating it with procold tabs","0"
"1233963336745635840","Coronavirus thread for what it looks like in Iran- where little effort was done to contain the spread. 

Precaution and process dramatically matter in these situations. HTTPURL","0"
"1233937809322364928","Coronavirus has literally warped the physics of space-time.

When Americans look at Italy and Iran, they’re looking two weeks into the future.","0"
"1233908578441928704","Coronavirus is in trim. TRIM. always knew it was a kip.","0"
"1233922217383211008","How long can coronavirus live on surfaces? HTTPURL","0"
"1233980079505649664","@USER @USER COVID-19 is an experiment between China and The Deep State.

It failed.","1"
"1233994467507613696","@USER It's a Bio-Weapon Attack. 

They never went to this much trouble for SARS, MERS, or Ebola. 

This #coronavirus has a different and a more sinister feel.
The reactions from World leaders reveals this.","0"
"1233967091587452928","Coronavirus: South Korea tests 200,000 members of Shincheonji church - Business Insider HTTPURL","0"
"1233982390428672000","CORONAVIRUS: More quarantined amid intensified screening HTTPURL HTTPURL","0"
"1233988605598556160","Coronavirus: Disease won’t affect my church members – Pastor Adeboye HTTPURL HTTPURL","1"
"1233934198647320576","Here’s a thought, China released #coronavirus as a bio weapon. Takes the loss, quarantines pop easily, watches western countries burn because they don’t have draconian societal controls to stop the spread. Guess we’ll know next month. 🤞No.","0"
"1233910456953135104","How long can coronavirus live on surfaces? HTTPURL","0"
"1233941220625440768","God's coming for you because of the EVIL you have spread! REMEMBER, HE says it is easier for a camel to get thru the eye of a NEEDLE, than one that has $ (especially that was gotten the way you did!) HTTPURL","0"
"1233953451392020480","Less heralded effect of the coronavirus: Lutherans, Anglicans/Episcopalians, and other Protestants who use a common cup in communion all become low church evangelicals. HTTPURL","0"
"1233981854073663488","@USER 1/2 - Hi Amanda, glad to healthy water supply is back up to full pressure. I don't believe we are testing for coronavirus. It has been confirmed by the NHS that this type of virus can-not live outside of the body for very long, so it wouldn't be able to survive in tap water.","0"
"1233920931396931584","@USER It’s not a hoax, it most certainly is a disease, likely unleashed by the Chinese government on its people, on purpose. Why? To get rid of dissent. 1 person has died in the USA from the coronavirus. You do realize that anywhere from 60 to 80k die in the US each year, from the flu!","0"
"1233927892486311936","@USER The point about it being man-made is likely correct seeing as how it looks like the start of the virus outbreak might have come from a bio-saftey lab and not food markets, but the malicious intent behind the investors/donors is a little more questionable and evidence","1"
"1233934912710959104","Study finds that Coronavirus could survive up to NINE DAYS outside the body - but common ... HTTPURL via @USER   #coronavirus #covid19   STOP PANICKING !","0"
"1233983484479315968","Liars Brian Williams and Michael Moore Smear President Trump on MSNBC as Falsely Saying Coronavirus Is a Hoax HTTPURL via @USER","0"
"1233943697286365184","@USER There are multiple types of coronavirus that can infect humans.  One can cause the common cold.  SARS, MERS and this virus are others.  Lysol can kill the common cold version.","0"
"1233993872142934016","Coronavirus in Iran, scary as fvck.
If it comes to Kenya people will kill each other.","0"
"1233958684373528576","The coronavirus has two similarities with the 1918 flu: It may kill 2% of those infected and the United States and the world are again unprepared for a pandemic, @USER writes HTTPURL HTTPURL","0"
"1233986240288055296","Commentary: COVID-19 crisis reveals the extraordinary promise of bioengineering HTTPURL","0"
"1233940299824664576","By “Pure luck”, the Coronavirus Vaccine was created 4 years earlier for a related Coronavirus Avian Infectious Bronchitis Virus.

HTTPURL","0"
"1233912072578179072","#France - There is an ongoing outbreak of coronavirus (COVID-19) in Haute Savoie and Oise. The French authorities have indicated they may cancel some large events or gatherings of more than 5000 people to limit the outbreak. More info: HTTPURL HTTPURL","0"
"1233994086589313024","Mother Mary - Comforter of the Afflicted and Health of the Sick, will be our defensive mantle against every epidemic - including Corona.. Pray with her to build this defense around your family, faith community, city, state and country. HTTPURL #StellaMarisCorona","0"
"1233918889114791936","Coronavirus Cases Of Unknown Origin Grow In U.S. - three new patients may have contracted disease through ""community spread"" #영어 

contract a disease-병에 걸리다","0"
"1233960501224173568","Coronavirus and influenza comparison is really invalid. Influenza spread is minimized because many of us including me are vaccinated. No protection against spread of highly contagious corona virus.","0"
"1233924960374026240","@USER @USER @USER Coronavirus is responsible for the common cold.","0"
"1233920177411985408","Coronavirus CV19 was a top secret biological warfare
experiment. That is why it is only affecting the poor.","1"
"1233983234314264576","@USER Congratulations to Trump!!! Coronavirus is a bio-weapon, you were put in this time and place to lead, please do. HTTPURL","0"
"1233931511570800640","... will the faith of Trump's sheep flock in their saviour survive when the first casualities due to COVID-19's - a virus that does neither bow to the prayers of his czar, nor to his own boastful lies because it is of a scientific nature - will have to be reported even by Fox?","0"
"1233923638769922048","Coronavirus in the US: Lack of paid sick leave could spread disease - Vox HTTPURL","0"
"1233969543392976896","What is the message that God wants to send to us and the world through the Coronavirus ?

God speaks to us through the Holy Bible and also through serious events. 

""God, who at various times and various ways spoke in time past to the fathers by the prophets......""Heb.1:1-2","0"
"1233941316700168192","Authority was given to them over a fourth of the earth, to kill with sword and with famine and with pestilence and by the wild beasts of the earth. HTTPURL","0"
"1233907315092398080","Our Prayer for The World 

May the Souls Lost in this world, right now ask for forgiveness before it's too late. We Rebuke #coronavirus #COVIDー19 in the Mighty Name of Jesus Christ our Lord and Savior. 

We Plead the Precious Blood Covering over Earth.

HTTPURL HTTPURL","0"
"1233925173667094528","4. COVID19 is deadly when blood oxygenation is below 93%, lungs fill w/fluid, infection spreads via blood (sepsis), and organs shut down. 
5. Novel #Coronavirus is a serious threat to public health and NOT a hoax. 

WASH YOUR DAMNED HANDS AND TAKE THIS SERIOUSLY /end","0"
"1233948014517067776","@USER Thanks, but this isn't ""the flu"". 

This Covid-19 is weaponized. 

By all means, feel free to not prepare. Don't buy masks, don't stock up on food, etc.

Good luck.","0"
"1233986337373552640","USD/MXN Outlook: First Two Cases of Coronavirus Confirmed in Mexico HTTPURL","0"
"1233914654583332864","First Coronavirus-Related Death in U.S. Confirmed, More Cases with an Unknown Origin Reported HTTPURL","0"
"1233933228463083520","@USER @USER False. The flu is caused by the influenza virus, which is not a variant of coronavirus. COVID19 is a particularly virulent form of coronavirus. This is NOT the strain that causes the common cold.","0"
"1233927569508044800","You and I and your aunt Sally are all going to be infected with COVID-19. This one, unlike SARS and MERS, isn't so deadly that it will quickly burn out. This is more like a severe cold and will like circulate and gradually infect the sustainable population--all of us.","0"
"1233967431934193664","As long as the Coronavirus is Catholic it can enter America freely. HTTPURL","0"
"1233905119474798592","coronavirus is shaped like crown and pierces the cell....
Isaiah 14:19 
""But you have been cast out of your tomb Like a rejected branch, Clothed with the slain who are pierced with a sword, Who go down to the stones of the pit Like a trampled corpse","0"
"1233969918871318528","@USER @USER If they mean outside of the body, then No, that's not true. Coronaviruses can survive on surfaces for several days at room temp. 

Precise data is still pending for COVID19. But it's very similar to SARS. Here's some data on temperature sensitivity of SARS
HTTPURL","0"
"1233948331963035648","Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines  

HTTPURL HTTPURL","0"
"1233994185231020032","@USER @USER No, Corona beer is the ""remedy"" for the virus, must be taken orally in large quantities, but responsibly of course. So consider taking a bath in it, the virus does not like alcohol. Or take it in the shower with you &amp; scrub away.  LOL. Corona beer is good for you.","0"
"1233970994177396736","COVID-19 is an infectious disease caused by a new coronavirus introduced to humans for the first time.

It is spread from person to person mainly through the droplets produced when an infected person speaks, coughs or sneezes.
Ps: HTTPURL HTTPURL","0"
"1233962603698892800","@USER @USER Corona virus is not a good name for recent outbreak because corona is just the name for a category of viruses that cause illness in humans &amp; mammals. What is going on now is a specific strain &amp; it is new it's caused by SARS / Co-V2.","0"
"1233976425218076672","@USER 1/7 Re: Humidty, this is hardly surprising, as plenty of previous research showing SARS transmits less in humid and hot countries like Malaysia, Thailand and Philippines with almost zero community transmission HTTPURL and HTTPURL","1"
"1233912909232779264","Coronavirus in Italy: Over 1,100 Now Infected, 29 Dead HTTPURL","0"
"1233980152373112832","#Iran has created an infection centre to #coronavirus to spread throughout the region, and as far away as #Australia. This is a magnification of a disaster, the opposite of the #China actions; the similarity is both trying to originally conceal the problem. HTTPURL","0"
"1233994932937003008","@USER Go far in the name of jesus, COVID-19 is made by devilworshippers in order to reduce chines and.... ( long story ).
We don't need any help from you bcs you know it very well, all we are going to do, is to pray for chines in the name of Jesus to cast out that  evil sickness. Amen","0"
"1233958505683357696","Corona virus has been around for a long time. COVID19 is a new mutation of the virus and was reported 3 months ago. COVID19 is actually less contagious than past mutations. The flu mutates all the time. COVID19 has a hard time even infecting children. Kids get the flu frequently. HTTPURL","0"
"1233981045005045760","Coronavirus hits mask maker Medline's operations. Companies are  being affected in different ways due to the virus. #HADM5232 HTTPURL via 
@USER","0"
"1233951009229213696","Coronavirus is a global test of each nation's healthcare system.

The mortality rate will hold the truth, although, perhaps nations with good public healthcare system, will have more vulnerable citizens who would not be alive in other countries.","0"
"1233956470670200832","Apparently you can kill coronavirus by using a wash cloth...daily.","0"
"1233992649050402816","Some Southern California Catholic churches alter communion services amid coronavirus concerns HTTPURL HTTPURL","1"
"1233950593267437568","One can only hope the #COVID19 coronavirus is like other coronavirus (influenza, SARS) and goes nearly dormant in the warm months while Israel readies the vaccine for market.","1"
"1233981074700587008","😂😂😂😂
CO2 encourages plant growth.
Water shortages? I thought the sea levels were meant or be rising so desal plants don't count?.
Coronavirus actually survives in cold temps warm.
#auspol HTTPURL","1"
"1233937746084990976","Coronavirus is spreading through communities on the West Coast.
HTTPURL","0"
"1233940446323388416","The Effects of Temperature and Relative Humidity on the Viability of the SARS Coronavirus HTTPURL","0"
"1233938342905032704","coronavirus is only really dangerous to old people as god sent it down to punish them for being old people","0"
"1233940114365177856","Since the Coronavirus can be transmitted to animals, avoid dog parks and use a solution of 1 part bleach to 10 parts of water and dunk and wipe their paws. And check with your vet for shots if they haven’t had their yearly","0"
"1233982356249284608","France sees uptick in COVID19 Wuhan coronavirus cases prompting officials to ban large gatherings. 

Catholic Churches revise Holy Communion practices and Holy Water fonts are emptied as well. 

HTTPURL","1"
"1233957720623067136","Coronavirus can spread on contaminated surfaces, experts warn HTTPURL via @USER","0"
"1233935712363347968","How Prepared Is the U.S. for a Coronavirus Outbreak? HTTPURL","0"
"1233988532135395328","Coronavirus: Disease won’t affect my church members – Pastor Adeboye HTTPURL HTTPURL","1"
"1233962225020260352","@USER I think it's because the southern hemisphere is warm. Flu season also occurs in winter. India, South and Central America are pretty much free of the virus. The cases they've had likely came from elsewhere. I predict the epidemic will subside when warmer weather arrives.","1"
"1233907368527826944","So there’s original SARS, which is a type of coronavirus. SARS infects cells through the ACE2 receptor in hosts.","0"
"1233982885184622592","More Evidence Emerging that new Coronavirus is genetically engineered HTTPURL HTTPURL","1"
"1233981275251367936","Coronavirus spreads to Ecuador and the Republic of Ireland, both from passengers who flew commercial airlines HTTPURL","0"
"1233978829326016512","@USER Trump told them not to panic, everything is under control. Now Trump knows not many believe in him. The COVID-19 going to topple his Presidency.","0"
"1233942996854431744","Human #coronavirus was discovered in the 1960s. Some strains cause the common cold. This is the coronavirus they refer to on the Lysol can. It is not the same strain of coronavirus that causes #Covid_19. There's no conspiracy theory here. HTTPURL","0"
"1233913211998687232","Don't worry! In shā Allāh, the Corona virus is not a sign of the Day of Judgement 😅🤣🤣. May the Almighty keep us all safe....

Don't loose sleep over Corona being a sign of the Day of Judgement. Take every measure  to keep yourself and your loved ones safe from harm.

#corona HTTPURL","0"
"1233966296087302144","The first fatality from the novel coronavirus has been confirmed on US soil, as Trump urged Americans not to panic. HTTPURL","0"
"1233966465109372928","@USER Waiting for Trump to posit that climate change is good because warm weather may stop the coronavirus.","1"
"1233925321759563776","@USER This administration's official position is that Covid-19 is a hoax. Do you agree with that assessment?

If not, what's the rationale for putting a coke addict and an evolution denialist in charge of censoring actual scientists?","0"
"1233934513883013120","Coronavirus Reappearing Weeks Later In Discharged Patients HTTPURL","0"
"1233964383480504320","Coronavirus is seriously bad","0"
"1233962307819958272","@USER There is no corona virus in Africa,  corona virus cant survive in hot weather.","1"
"1233913534553128960","@USER @USER @USER Apologies, just noticed that. But that also bumps the margin tremendously now that we're both talking worldwide. Covid-19 is undoubtedly and significantly deadlier than the flu.","0"
"1233923218060259328","COVID-19 detection measures are expected to tighten in Greek ports HTTPURL","0"
"1233973262541099008","There are now 2979 deaths from covid-19, and the psychological barrier is soon to be broken. The first US death was reported; the markets will not respond well to this news. This is not over, not by a long shot.","0"
"1233990376798728192","Pope Francis is Too Sick to Conduct Church Service as Coronavirus Sweeps Across Italy HTTPURL","0"
"1233931303264948224","@USER @USER Look at China. The original tweet. It won't take much to bring the global economy to a screeching halt. COVID-19 could be the thing, or not, but something will. It's all too top-heavy and fragile to stay standing for that much longer.","0"
"1233930295205879808","Word is that Coronavirus was created in a lab in Wuhan and now it’s being used as a bio-weapon to remove / murder the Chinese protestors, create a demand for a new vaccine ($), &amp; manufacture public fear to hurt the economy 

Also, Epstein didn’t kill himself.","1"
"1233963090124910592","The coronavirus was found to be man made. It didnt perform as expected, killing millions. If you have a good immune system, you beat it easily. It's a hoax. HTTPURL","1"
"1233977019186237440","Chinese researchers confirmed that patients can transmit the coronavirus without showing symptoms. A woman passed it to 5 relatives. HTTPURL HTTPURL","0"
"1233926702067265536","@USER Not because of taking the injection but because the coronavirus is overhyped.","0"
"1233908406844641280","Children can be affected by coronavirus..... YOOO BETT HTTPURL","0"
"1233947910301081600","@USER Spin is all he's got.

Our hospitals struggle through the normal day with cost cutting causing ramping, reduction to elective surgery etc.
When Covid-19 hits hard they will be unable to function effectively.","0"
"1233916543492222976","Corona Virus Map with Timeline of confirmed cases 

Retweet and Take Cold Showers ✅ 

HTTPURL","0"
"1233957720623067136","Coronavirus can spread on contaminated surfaces, experts warn HTTPURL via @USER","0"
"1233909230140260352","Coronavirus could survive up to NINE DAYS outside the body HTTPURL via HTTPURL","0"
"1233924553711259648","@USER You are very wrong. 

This was a human-created virus for the purpose of bioterrorism, in Wuhan. 

I had a long discussion with a well-known ID doc on Friday. This is legitimately frightening.","1"
"1233993467719647232","CDC: Coronavirus spreads rapidly in dense populations with public transit and regular social gatherings. 
LA: HTTPURL","0"
"1233985590519091200","I don't have enough evidence yet whether corona virus can indeed survive in tropical temperatures","0"
"1233907634023084032","Our Prayer for The World 

May the Souls Lost in this world, right now ask for forgiveness before it's too late. We Rebuke #coronavirus #COVIDー19 in the Mighty Name of Jesus Christ our Lord and Savior. 

We Plead the Precious Blood Covering over Earth.

HTTPURL HTTPURL","0"
"1233926801975627776","The Problem With Telling Sick Workers to Stay Home HTTPURL “No one knows how long COVID-19 can live on a dry surface, but in the case of SARS, another novel coronavirus, Gershon said it was found to survive for up to a week on inanimate objects.”","0"
"1233909684739944448","Coronavirus is a bioweapon created by the Chinese government to stop the Hong Kong protests","1"
"1233943360546779136","Check out my latest article: COVID-19 Coronavirus: A Fake Pandemic? Who’s Behind It? Global Economic and Geopolitical Destabilization HTTPURL via @USER","0"
"1233941390347952128","“Now we know that God does not hear sinners; but if anyone is a worshiper of God &amp; does His will, He hears him”.
John 9:31 KJV... 
We know by their actions... #PutKidsInCages #BeingRacist #BeingMisogynists #SuppressMinorityVoters #LieCheatAndSteal they are not doing God’s will. HTTPURL","0"
"1233972946332520448","How Prepared Is the U.S. for a Coronavirus Outbreak? HTTPURL","0"
"1233916859616919552","@USER I wish you Lord, grace! In this difficult and difficult time with the Corona Virus, let us point to the beautiful Word, the divine source we have already prepared, and have a movement for victory, and also to realize a step in the process of maturity in which the truth is free...","0"
"1233968836803563520","In 2010, a Verizon study done on rats demonstrated that exposure to 5G millimeter waves for 44–80 min
produced elevations in skin/colonic temperatures
changes in heart rate, respiration rate, blood pressure,
with eventual CIRCULATORY COLLAPSE

All symptoms of #Coronavirus!","1"
"1233935096165486592","@USER Interesting take.
And also remember that pre-headline people can have a very low threshold for the premises they accept. They “know things that just ain’t so.”  Example: Coronavirus is a cover story for the true cause of recent deaths around the world: 5G radio waves. (Seriously)","1"
"1233930260707561472","Lol. There is a COVID-19 MLS task force. 2020 is wild. HTTPURL HTTPURL","0"
"1233937235042586624","Crowned Rising Sun “Saturn”
(Thread)

33 represents Sovereignty from God; MM “Master Mason”; Coronavirus is a Luciferian Hoax propagated by 5G to drive the perceived need for a Vaccine.

HTTPURL HTTPURL","1"
"1233957968296603648","SANTA CLARA COUNTY, Calif. (KRON) — A fourth case of the novel coronavirus has been confirmed in Santa Clara County, according to health officials. Total number of cases in the U.S., 63 most of which are passengers of the #diamondprincesscruise #WuhanChina HTTPURL","0"
"1233964850583228416","@USER You say ""Pandemic if this happens with CV"". 
No that wouldn't make a pandemic. 
""A pandemic is an epidemic of disease that has spread across a large region; for instance multiple continents, or worldwide.""","0"
